jobsat,ai_use,remote3,country,workexp,devgroup,yourchoice,year,ai_freq
8.0,1.0,Remote,Brazil,30.0,Other,0,2025,3.0
8.0,1.0,Hybrid,Netherlands,12.0,Developer,0,2025,1.0
10.0,1.0,Remote,Germany,26.0,Developer,1,2025,3.0
5.0,1.0,Remote,United States of America,28.0,Developer,1,2025,3.0
4.0,1.0,Remote,Poland,24.0,Developer,0,2025,3.0
0.0,1.0,In-person,India,7.0,Manager,0,2025,3.0
8.0,1.0,Remote,United States of America,13.0,Developer,0,2025,3.0
6.0,1.0,Remote,Turkey,10.0,Data/ML,0,2025,3.0
9.0,1.0,In-person,United States of America,28.0,Developer,0,2025,3.0
4.0,0.0,Hybrid,Portugal,12.0,Developer,0,2025,
7.0,1.0,Remote,Hungary,22.0,Other,0,2025,3.0
9.0,0.0,Remote,Romania,20.0,Other,0,2025,
9.0,1.0,Remote,United States of America,24.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,Denmark,12.0,Developer,0,2025,3.0
5.0,1.0,Remote,Brazil,8.0,Developer,0,2025,3.0
7.0,0.0,In-person,Denmark,8.0,Developer,0,2025,
10.0,1.0,Remote,India,10.0,Data/ML,0,2025,3.0
9.0,1.0,Hybrid,Germany,31.0,Developer,0,2025,3.0
7.0,0.0,Remote,Canada,3.0,Developer,0,2025,
7.0,1.0,Hybrid,Netherlands,15.0,Other,0,2025,1.0
8.0,0.0,Remote,Sweden,12.0,Developer,1,2025,
7.0,0.0,Remote,Russian Federation,21.0,Developer,0,2025,
9.0,1.0,Hybrid,Israel,30.0,Other,0,2025,3.0
5.0,0.0,Hybrid,India,4.0,Developer,0,2025,
5.0,1.0,Hybrid,Poland,19.0,Data/ML,0,2025,3.0
6.0,1.0,Remote,United States of America,22.0,Developer,0,2025,2.0
6.0,1.0,In-person,Italy,20.0,Developer,0,2025,2.0
9.0,1.0,Remote,United States of America,25.0,Developer,0,2025,2.0
7.0,1.0,Hybrid,Austria,27.0,Developer,0,2025,1.0
10.0,1.0,In-person,United States of America,9.0,Developer,0,2025,3.0
7.0,1.0,Remote,United States of America,3.0,Developer,0,2025,1.0
8.0,1.0,In-person,France,7.0,Developer,0,2025,1.0
6.0,1.0,Hybrid,Poland,6.0,Developer,0,2025,2.0
6.0,1.0,Hybrid,United States of America,35.0,Other,0,2025,2.0
3.0,1.0,Hybrid,United States of America,22.0,Data/ML,0,2025,3.0
3.0,0.0,In-person,Czech Republic,24.0,Developer,0,2025,
10.0,1.0,Remote,India,3.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,Canada,11.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Sweden,15.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,Greece,8.0,Developer,0,2025,2.0
10.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,8.0,Developer,0,2025,3.0
5.0,0.0,Hybrid,United States of America,12.0,Developer,0,2025,
9.0,1.0,In-person,Germany,17.0,Developer,0,2025,3.0
6.0,1.0,Remote,Norway,10.0,Data/ML,1,2025,1.0
1.0,0.0,Remote,United States of America,5.0,Developer,0,2025,
8.0,1.0,Hybrid,Germany,16.0,Developer,0,2025,2.0
9.0,1.0,Hybrid,Germany,29.0,Other,0,2025,1.0
8.0,1.0,Remote,United States of America,13.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Bulgaria,12.0,Developer,0,2025,2.0
10.0,1.0,Remote,United States of America,23.0,Other,0,2025,3.0
6.0,1.0,Remote,United States of America,3.0,Developer,0,2025,2.0
10.0,1.0,In-person,France,15.0,Developer,0,2025,3.0
6.0,1.0,Remote,United States of America,7.0,Developer,1,2025,3.0
6.0,1.0,Hybrid,Germany,26.0,Developer,0,2025,2.0
7.0,0.0,Hybrid,United States of America,6.0,Developer,0,2025,
8.0,1.0,In-person,United States of America,23.0,Other,0,2025,3.0
4.0,1.0,Remote,United States of America,8.0,Developer,0,2025,2.0
3.0,1.0,Hybrid,India,10.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Greece,10.0,Developer,0,2025,1.0
7.0,1.0,Hybrid,France,15.0,Data/ML,0,2025,3.0
6.0,1.0,Hybrid,United States of America,6.0,Manager,0,2025,2.0
10.0,0.0,Remote,Italy,9.0,Other,0,2025,
6.0,0.0,Remote,Germany,7.0,DevOps/Infra,1,2025,
9.0,1.0,Remote,United States of America,29.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,France,3.0,Developer,0,2025,1.0
7.0,1.0,Remote,Bulgaria,20.0,Developer,0,2025,2.0
7.0,1.0,Remote,United States of America,20.0,Developer,0,2025,3.0
10.0,1.0,Remote,Poland,15.0,Developer,0,2025,3.0
7.0,0.0,Hybrid,Canada,37.0,Developer,0,2025,
10.0,1.0,Remote,United States of America,12.0,Other,0,2025,3.0
8.0,1.0,Hybrid,Romania,3.0,Developer,0,2025,2.0
6.0,1.0,Hybrid,United States of America,8.0,Developer,0,2025,1.0
7.0,0.0,Hybrid,India,14.0,Developer,0,2025,
7.0,1.0,Remote,Germany,13.0,Developer,1,2025,2.0
8.0,1.0,Hybrid,United States of America,17.0,Manager,0,2025,3.0
8.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,34.0,Developer,0,2025,
10.0,1.0,Hybrid,Sweden,27.0,Developer,0,2025,1.0
6.0,1.0,In-person,United States of America,6.0,Developer,0,2025,3.0
8.0,1.0,Remote,United States of America,8.0,Data/ML,0,2025,3.0
8.0,0.0,Hybrid,India,6.0,Developer,0,2025,
8.0,1.0,Remote,United States of America,6.0,Data/ML,0,2025,1.0
0.0,1.0,Hybrid,Canada,21.0,Other,0,2025,3.0
9.0,1.0,Remote,United States of America,25.0,Developer,0,2025,3.0
7.0,1.0,Remote,United States of America,6.0,Developer,0,2025,1.0
0.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,19.0,Developer,0,2025,
10.0,1.0,Remote,Brazil,15.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,Canada,17.0,Developer,0,2025,1.0
7.0,1.0,Hybrid,Germany,16.0,Developer,0,2025,3.0
7.0,1.0,Remote,Turkey,2.0,Developer,0,2025,2.0
8.0,0.0,Remote,United States of America,8.0,DevOps/Infra,0,2025,
7.0,1.0,In-person,United States of America,12.0,Other,0,2025,1.0
3.0,1.0,Remote,Germany,15.0,Developer,1,2025,2.0
6.0,1.0,Remote,India,8.0,Data/ML,0,2025,1.0
10.0,1.0,In-person,Bangladesh,7.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,Israel,13.0,Developer,0,2025,3.0
6.0,1.0,Remote,United States of America,27.0,Data/ML,0,2025,3.0
0.0,1.0,Remote,United States of America,10.0,Developer,1,2025,3.0
6.0,1.0,Remote,Romania,3.0,Developer,0,2025,3.0
7.0,1.0,Remote,United States of America,13.0,Developer,0,2025,3.0
5.0,1.0,In-person,United States of America,2.0,Developer,0,2025,3.0
5.0,1.0,In-person,United States of America,1.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,France,30.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,United States of America,17.0,Other,0,2025,1.0
8.0,1.0,Hybrid,United States of America,11.0,Manager,0,2025,3.0
7.0,0.0,Hybrid,India,26.0,Developer,0,2025,
8.0,1.0,Remote,Spain,30.0,Developer,0,2025,3.0
8.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,21.0,Developer,0,2025,
10.0,1.0,Remote,United States of America,40.0,Developer,1,2025,1.0
6.0,1.0,Remote,Canada,13.0,Developer,0,2025,3.0
10.0,1.0,Remote,Finland,6.0,Developer,0,2025,3.0
10.0,1.0,Hybrid,Germany,30.0,Developer,0,2025,3.0
6.0,0.0,Hybrid,Germany,22.0,Other,0,2025,
6.0,1.0,Remote,Argentina,20.0,Developer,0,2025,2.0
8.0,1.0,Remote,Portugal,7.0,Developer,0,2025,3.0
7.0,1.0,Remote,Spain,20.0,Data/ML,0,2025,2.0
5.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,21.0,Developer,0,2025,
7.0,0.0,Hybrid,United States of America,21.0,Developer,0,2025,
9.0,1.0,Hybrid,Brazil,23.0,Data/ML,0,2025,3.0
9.0,0.0,Remote,India,16.0,Other,0,2025,
8.0,1.0,Remote,Germany,6.0,Developer,0,2025,2.0
4.0,1.0,Remote,India,5.0,Developer,0,2025,1.0
10.0,1.0,Remote,United States of America,21.0,Developer,0,2025,2.0
8.0,0.0,Remote,United States of America,35.0,Developer,0,2025,
9.0,1.0,Hybrid,United States of America,9.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Bangladesh,2.0,Developer,0,2025,3.0
8.0,1.0,In-person,United States of America,16.0,Developer,0,2025,3.0
9.0,0.0,Remote,Spain,14.0,Other,0,2025,
9.0,1.0,Hybrid,Belgium,15.0,Developer,0,2025,3.0
7.0,1.0,Remote,United States of America,40.0,Other,0,2025,3.0
9.0,1.0,Remote,Germany,3.0,Data/ML,0,2025,3.0
8.0,1.0,Remote,United States of America,30.0,Developer,0,2025,3.0
8.0,0.0,Remote,United States of America,9.0,Developer,0,2025,
8.0,1.0,In-person,Brazil,2.0,Developer,0,2025,3.0
3.0,0.0,In-person,United States of America,3.0,Developer,0,2025,
10.0,0.0,Remote,United States of America,11.0,Developer,0,2025,
7.0,1.0,Hybrid,India,6.0,Developer,0,2025,2.0
10.0,0.0,Remote,United States of America,13.0,Developer,0,2025,
7.0,1.0,In-person,Bulgaria,15.0,Developer,0,2025,3.0
8.0,1.0,Remote,Netherlands,18.0,Developer,1,2025,3.0
6.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,20.0,Developer,0,2025,
3.0,0.0,Remote,Finland,19.0,Developer,1,2025,
8.0,1.0,Hybrid,Brazil,4.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Canada,30.0,Developer,0,2025,2.0
7.0,1.0,Hybrid,Germany,12.0,Developer,0,2025,3.0
3.0,1.0,Hybrid,Germany,6.0,DevOps/Infra,0,2025,2.0
8.0,1.0,Hybrid,Germany,13.0,Developer,0,2025,2.0
6.0,1.0,Remote,Colombia,15.0,Developer,0,2025,2.0
5.0,1.0,Hybrid,United States of America,15.0,Developer,0,2025,2.0
7.0,1.0,Hybrid,United States of America,6.0,Developer,0,2025,2.0
8.0,1.0,Hybrid,Germany,12.0,Other,0,2025,3.0
8.0,1.0,In-person,United States of America,2.0,Data/ML,0,2025,3.0
2.0,1.0,Remote,Argentina,13.0,Developer,0,2025,3.0
9.0,1.0,Remote,Italy,14.0,Other,0,2025,3.0
9.0,1.0,Hybrid,Netherlands,6.0,Data/ML,0,2025,2.0
8.0,1.0,Remote,France,13.0,Developer,1,2025,3.0
9.0,1.0,Remote,United States of America,35.0,Developer,0,2025,3.0
3.0,1.0,Hybrid,Brazil,20.0,Developer,0,2025,3.0
9.0,0.0,Remote,Brazil,12.0,Manager,0,2025,
8.0,0.0,Hybrid,Netherlands,12.0,Developer,0,2025,
5.0,1.0,In-person,Switzerland,25.0,Developer,0,2025,3.0
9.0,0.0,Remote,United States of America,45.0,Developer,0,2025,
5.0,1.0,Remote,Canada,17.0,Developer,0,2025,1.0
8.0,1.0,Remote,Canada,25.0,Other,0,2025,2.0
6.0,0.0,Remote,United States of America,11.0,Manager,1,2025,
0.0,1.0,Remote,United States of America,15.0,Developer,0,2025,2.0
7.0,1.0,Hybrid,Norway,13.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Hungary,5.0,Other,0,2025,3.0
8.0,1.0,Remote,United States of America,25.0,Other,0,2025,1.0
10.0,1.0,Remote,United States of America,43.0,Other,0,2025,3.0
3.0,1.0,Hybrid,Hungary,10.0,Developer,0,2025,3.0
8.0,0.0,In-person,France,1.0,Developer,0,2025,
7.0,1.0,Remote,Italy,15.0,Developer,0,2025,1.0
8.0,1.0,Remote,Germany,10.0,Other,1,2025,1.0
9.0,1.0,Hybrid,United States of America,3.0,Developer,0,2025,3.0
10.0,1.0,Remote,Canada,13.0,Developer,0,2025,3.0
8.0,1.0,Remote,Germany,15.0,Other,1,2025,3.0
8.0,0.0,Hybrid,United States of America,25.0,Developer,0,2025,
8.0,1.0,Hybrid,France,4.0,DevOps/Infra,0,2025,3.0
8.0,1.0,In-person,Brazil,4.0,Developer,0,2025,2.0
5.0,1.0,Remote,United States of America,18.0,Other,0,2025,3.0
10.0,1.0,Remote,Pakistan,7.0,Developer,0,2025,3.0
8.0,0.0,In-person,India,2.0,Developer,0,2025,
6.0,1.0,Remote,Poland,10.0,Developer,0,2025,3.0
4.0,1.0,In-person,United States of America,20.0,Developer,0,2025,2.0
10.0,1.0,In-person,United States of America,8.0,Developer,0,2025,1.0
10.0,1.0,Remote,United States of America,4.0,Developer,0,2025,3.0
6.0,1.0,Remote,United States of America,20.0,Other,0,2025,3.0
8.0,0.0,Remote,United States of America,45.0,Other,0,2025,
8.0,1.0,Hybrid,Poland,11.0,Developer,0,2025,3.0
8.0,0.0,Hybrid,Germany,8.0,Developer,0,2025,
6.0,1.0,Hybrid,Canada,4.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Germany,7.0,Developer,0,2025,2.0
8.0,0.0,In-person,Germany,11.0,Other,0,2025,
7.0,1.0,Remote,Switzerland,3.0,Student,1,2025,1.0
3.0,1.0,Hybrid,Italy,13.0,Other,0,2025,2.0
10.0,1.0,Hybrid,Romania,32.0,Data/ML,0,2025,3.0
6.0,1.0,Remote,United States of America,45.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,Netherlands,25.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,Germany,10.0,Data/ML,0,2025,1.0
8.0,1.0,Remote,Germany,15.0,Data/ML,0,2025,2.0
6.0,1.0,Remote,Germany,12.0,Developer,1,2025,1.0
2.0,0.0,Hybrid,United States of America,42.0,Developer,0,2025,
7.0,0.0,Remote,Poland,3.0,Developer,0,2025,
9.0,1.0,Hybrid,Israel,14.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,United States of America,16.0,Developer,0,2025,3.0
10.0,0.0,Remote,United States of America,27.0,Developer,0,2025,
5.0,1.0,Remote,Canada,19.0,Manager,1,2025,1.0
9.0,1.0,In-person,Canada,11.0,Developer,0,2025,3.0
8.0,0.0,Remote,Germany,20.0,Developer,1,2025,
3.0,1.0,Remote,Turkey,5.0,Developer,1,2025,2.0
10.0,0.0,Hybrid,Germany,36.0,Developer,0,2025,
7.0,1.0,Remote,United States of America,25.0,Other,0,2025,1.0
8.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,13.0,Developer,0,2025,3.0
8.0,1.0,Remote,Mexico,8.0,Developer,0,2025,2.0
6.0,1.0,Hybrid,India,11.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,France,22.0,Developer,0,2025,1.0
6.0,0.0,Remote,India,10.0,Developer,0,2025,
7.0,1.0,Remote,Germany,8.0,Developer,0,2025,3.0
5.0,1.0,Remote,United States of America,30.0,Other,0,2025,2.0
8.0,0.0,Hybrid,Netherlands,4.0,Developer,0,2025,
8.0,0.0,Hybrid,Belgium,13.0,Other,0,2025,
10.0,1.0,Remote,Colombia,14.0,Developer,0,2025,3.0
8.0,1.0,Remote,Czech Republic,12.0,Developer,0,2025,3.0
3.0,1.0,In-person,India,1.0,Developer,0,2025,3.0
9.0,1.0,Remote,France,31.0,Other,1,2025,3.0
8.0,0.0,Remote,United States of America,9.0,Developer,0,2025,
7.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,1.0,Developer,0,2025,2.0
7.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,5.0,Developer,0,2025,2.0
10.0,0.0,Hybrid,United States of America,20.0,Developer,0,2025,
7.0,1.0,Hybrid,Germany,12.0,Developer,0,2025,3.0
10.0,0.0,In-person,United States of America,13.0,Developer,0,2025,
10.0,1.0,Remote,Germany,10.0,Other,0,2025,2.0
9.0,1.0,Hybrid,United States of America,12.0,Developer,0,2025,3.0
6.0,1.0,In-person,United Kingdom of Great Britain and Northern Ireland,24.0,Developer,0,2025,3.0
10.0,1.0,Remote,United States of America,20.0,Manager,0,2025,2.0
9.0,1.0,Hybrid,"Iran, Islamic Republic of...",7.0,Research,0,2025,3.0
9.0,1.0,Remote,Canada,15.0,Other,0,2025,3.0
8.0,0.0,Remote,Germany,20.0,Manager,0,2025,
8.0,1.0,Remote,Canada,7.0,Developer,1,2025,3.0
9.0,0.0,Remote,France,20.0,Other,1,2025,
7.0,1.0,Hybrid,United States of America,27.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,United States of America,22.0,Manager,0,2025,1.0
4.0,0.0,Remote,United States of America,3.0,Developer,0,2025,
9.0,1.0,Remote,India,5.0,Developer,0,2025,1.0
8.0,0.0,Hybrid,Austria,22.0,Developer,0,2025,
8.0,1.0,Hybrid,Switzerland,17.0,Developer,0,2025,3.0
1.0,1.0,Hybrid,Mexico,5.0,Other,0,2025,3.0
3.0,1.0,Remote,Russian Federation,5.0,Developer,0,2025,3.0
5.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,6.0,Developer,0,2025,1.0
6.0,1.0,Hybrid,Germany,19.0,DevOps/Infra,0,2025,2.0
7.0,1.0,Remote,Denmark,5.0,Student,1,2025,3.0
9.0,1.0,Hybrid,South Africa,8.0,Data/ML,0,2025,3.0
8.0,0.0,Remote,Norway,15.0,Developer,1,2025,
4.0,1.0,In-person,Israel,17.0,Manager,0,2025,3.0
8.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,10.0,Developer,0,2025,
7.0,1.0,Remote,South Africa,10.0,Developer,0,2025,3.0
7.0,1.0,Remote,United States of America,4.0,Developer,0,2025,3.0
7.0,1.0,Remote,Italy,10.0,Developer,1,2025,3.0
7.0,1.0,Remote,United States of America,5.0,Developer,0,2025,1.0
9.0,1.0,Remote,Canada,2.0,Developer,0,2025,3.0
3.0,0.0,Remote,Belgium,2.0,Other,1,2025,
10.0,0.0,Remote,United States of America,30.0,Developer,0,2025,
3.0,0.0,Remote,Poland,13.0,Developer,0,2025,
8.0,0.0,Hybrid,Netherlands,5.0,Data/ML,0,2025,
7.0,1.0,Hybrid,Germany,13.0,Other,0,2025,3.0
8.0,1.0,Hybrid,Austria,15.0,Developer,0,2025,2.0
9.0,0.0,Remote,United States of America,21.0,Developer,0,2025,
7.0,1.0,Remote,India,4.0,Developer,0,2025,1.0
8.0,1.0,Remote,United States of America,19.0,Other,0,2025,2.0
4.0,1.0,Hybrid,United States of America,18.0,Developer,0,2025,3.0
9.0,1.0,Remote,United States of America,10.0,Developer,1,2025,1.0
2.0,1.0,Remote,Brazil,28.0,Other,0,2025,1.0
8.0,1.0,Hybrid,Netherlands,5.0,Developer,0,2025,3.0
8.0,0.0,Hybrid,Germany,10.0,Developer,0,2025,
7.0,1.0,Hybrid,United States of America,4.0,Developer,0,2025,1.0
8.0,1.0,Remote,India,7.0,Developer,0,2025,3.0
10.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,40.0,Other,0,2025,3.0
10.0,1.0,Hybrid,Hungary,8.0,Developer,0,2025,3.0
6.0,1.0,Remote,Germany,9.0,Developer,0,2025,1.0
8.0,1.0,Remote,Netherlands,7.0,DevOps/Infra,1,2025,2.0
6.0,1.0,Hybrid,Israel,11.0,Developer,0,2025,3.0
9.0,1.0,Remote,Norway,33.0,Developer,1,2025,2.0
7.0,1.0,Remote,Germany,19.0,Developer,0,2025,2.0
10.0,1.0,Hybrid,Bulgaria,20.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,Netherlands,20.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Spain,13.0,Other,0,2025,3.0
6.0,0.0,Remote,United States of America,30.0,Developer,1,2025,
8.0,1.0,Hybrid,Canada,27.0,Developer,0,2025,3.0
7.0,1.0,Remote,United States of America,21.0,Developer,1,2025,1.0
7.0,1.0,Hybrid,Bangladesh,8.0,Developer,0,2025,3.0
5.0,1.0,In-person,Pakistan,1.0,Developer,0,2025,3.0
8.0,1.0,Remote,Poland,25.0,Developer,0,2025,3.0
10.0,0.0,In-person,France,27.0,Developer,0,2025,
7.0,1.0,Remote,Germany,3.0,Developer,1,2025,3.0
10.0,1.0,Remote,Brazil,20.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,France,8.0,Developer,0,2025,1.0
10.0,1.0,In-person,United States of America,22.0,Developer,0,2025,3.0
8.0,1.0,Remote,United States of America,14.0,Developer,0,2025,2.0
9.0,1.0,Hybrid,Sweden,8.0,Developer,0,2025,2.0
7.0,1.0,Remote,Sweden,5.0,Developer,1,2025,3.0
4.0,1.0,Remote,United States of America,38.0,Manager,0,2025,2.0
7.0,0.0,Remote,United States of America,25.0,Developer,0,2025,
8.0,1.0,Remote,Austria,20.0,Developer,0,2025,3.0
8.0,0.0,Hybrid,Canada,12.0,Data/ML,0,2025,
10.0,1.0,Hybrid,Hungary,10.0,Developer,0,2025,2.0
9.0,0.0,Remote,Germany,14.0,Developer,0,2025,
7.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,3.0,Developer,0,2025,3.0
9.0,1.0,Remote,Argentina,20.0,Developer,0,2025,3.0
5.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,11.0,Developer,0,2025,
10.0,1.0,Remote,United States of America,34.0,Research,1,2025,3.0
6.0,1.0,Remote,United States of America,1.0,Developer,0,2025,3.0
10.0,1.0,Remote,United States of America,17.0,Developer,1,2025,3.0
9.0,1.0,Remote,Finland,12.0,Other,1,2025,3.0
9.0,1.0,Remote,United States of America,19.0,Developer,0,2025,2.0
8.0,1.0,Hybrid,Brazil,25.0,Other,0,2025,3.0
8.0,1.0,Remote,United States of America,27.0,Other,0,2025,2.0
8.0,0.0,Remote,Germany,11.0,Developer,1,2025,
6.0,1.0,Hybrid,France,17.0,Data/ML,0,2025,3.0
7.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,1.0,Developer,0,2025,
6.0,1.0,Remote,United States of America,26.0,Developer,0,2025,3.0
8.0,1.0,Remote,Canada,21.0,Developer,1,2025,1.0
8.0,1.0,Hybrid,Finland,14.0,Developer,0,2025,3.0
8.0,1.0,Remote,United States of America,39.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Germany,5.0,Developer,0,2025,1.0
7.0,1.0,Hybrid,Spain,4.0,Developer,0,2025,3.0
9.0,1.0,Remote,India,4.0,Developer,0,2025,2.0
8.0,0.0,Hybrid,Ireland,6.0,Developer,0,2025,
10.0,1.0,Hybrid,Romania,8.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,United States of America,50.0,Other,0,2025,1.0
8.0,1.0,Remote,United States of America,7.0,Developer,0,2025,3.0
9.0,0.0,Remote,United States of America,4.0,Developer,0,2025,
6.0,1.0,Remote,Bulgaria,6.0,Developer,0,2025,3.0
5.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,8.0,Developer,0,2025,
8.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,6.0,Developer,0,2025,
10.0,1.0,Remote,United States of America,11.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Switzerland,10.0,Developer,0,2025,3.0
8.0,1.0,Remote,United States of America,18.0,Data/ML,0,2025,3.0
6.0,1.0,Hybrid,United States of America,11.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,United States of America,13.0,Developer,0,2025,3.0
8.0,1.0,Remote,Canada,17.0,Developer,1,2025,2.0
6.0,0.0,Hybrid,Switzerland,15.0,Developer,0,2025,
5.0,1.0,Hybrid,Belgium,10.0,Developer,0,2025,1.0
9.0,1.0,In-person,Denmark,15.0,Other,0,2025,3.0
8.0,1.0,Remote,Canada,40.0,Developer,0,2025,2.0
5.0,1.0,Hybrid,Austria,26.0,Developer,0,2025,2.0
9.0,1.0,In-person,Austria,2.0,Developer,0,2025,1.0
8.0,1.0,Remote,Czech Republic,16.0,Developer,0,2025,3.0
2.0,1.0,Hybrid,Sweden,4.0,Developer,0,2025,3.0
6.0,0.0,Remote,Canada,26.0,Developer,0,2025,
8.0,1.0,Remote,United States of America,1.0,Developer,1,2025,1.0
7.0,1.0,In-person,Italy,3.0,Developer,0,2025,1.0
7.0,1.0,Hybrid,United States of America,23.0,Developer,0,2025,3.0
10.0,1.0,Remote,United States of America,20.0,Other,1,2025,3.0
10.0,0.0,Hybrid,United States of America,30.0,Manager,0,2025,
7.0,0.0,Remote,United States of America,17.0,Developer,0,2025,
10.0,1.0,Remote,Canada,21.0,Developer,0,2025,3.0
2.0,1.0,Remote,United States of America,30.0,Developer,1,2025,3.0
6.0,0.0,Hybrid,United States of America,20.0,Developer,0,2025,
8.0,0.0,Hybrid,Canada,15.0,Developer,0,2025,
8.0,1.0,In-person,Switzerland,18.0,DevOps/Infra,0,2025,3.0
9.0,1.0,Hybrid,Greece,10.0,Developer,0,2025,2.0
9.0,0.0,Hybrid,Denmark,13.0,Developer,0,2025,
4.0,1.0,Remote,Spain,12.0,Developer,0,2025,3.0
8.0,0.0,Hybrid,Sweden,30.0,Developer,0,2025,
7.0,0.0,Hybrid,United States of America,11.0,DevOps/Infra,0,2025,
7.0,1.0,Remote,Ukraine,8.0,Developer,0,2025,2.0
7.0,1.0,In-person,United States of America,20.0,Research,0,2025,1.0
6.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,28.0,Manager,0,2025,2.0
6.0,1.0,In-person,India,7.0,Developer,0,2025,3.0
9.0,1.0,Remote,Brazil,27.0,Other,0,2025,3.0
8.0,1.0,In-person,United States of America,17.0,Developer,0,2025,3.0
5.0,1.0,Remote,Italy,26.0,Developer,0,2025,3.0
6.0,1.0,Remote,United States of America,18.0,Manager,1,2025,2.0
10.0,1.0,In-person,Netherlands,17.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,France,3.0,Developer,0,2025,2.0
10.0,0.0,In-person,United Kingdom of Great Britain and Northern Ireland,4.0,Developer,0,2025,
7.0,0.0,Remote,Canada,30.0,Developer,0,2025,
7.0,1.0,Remote,Germany,19.0,Developer,0,2025,3.0
8.0,1.0,Remote,Ukraine,20.0,Developer,0,2025,2.0
8.0,1.0,Hybrid,India,15.0,Other,0,2025,3.0
8.0,1.0,Hybrid,Czech Republic,27.0,Developer,0,2025,2.0
8.0,1.0,Remote,Portugal,15.0,Manager,1,2025,2.0
8.0,1.0,In-person,Canada,19.0,Developer,0,2025,1.0
4.0,1.0,Hybrid,Switzerland,19.0,DevOps/Infra,0,2025,2.0
5.0,0.0,Remote,Germany,12.0,Developer,0,2025,
10.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,20.0,Developer,0,2025,
6.0,0.0,Hybrid,Canada,8.0,Developer,0,2025,
8.0,1.0,Hybrid,Bulgaria,19.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Belgium,22.0,Developer,0,2025,3.0
5.0,0.0,Remote,United States of America,10.0,Data/ML,0,2025,
7.0,1.0,Remote,Ireland,17.0,Developer,0,2025,3.0
9.0,1.0,Remote,United States of America,35.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Belgium,14.0,Other,0,2025,2.0
10.0,1.0,Hybrid,Israel,11.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Turkey,15.0,Developer,0,2025,2.0
8.0,1.0,Remote,Italy,26.0,Developer,0,2025,3.0
8.0,1.0,Remote,Finland,20.0,Developer,1,2025,2.0
8.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,12.0,Developer,1,2025,3.0
8.0,1.0,Remote,United States of America,13.0,Developer,0,2025,3.0
8.0,1.0,Remote,Canada,32.0,Other,0,2025,3.0
8.0,1.0,Remote,United States of America,10.0,Developer,0,2025,3.0
7.0,1.0,Remote,New Zealand,25.0,Developer,0,2025,3.0
10.0,1.0,In-person,United States of America,19.0,Other,0,2025,1.0
